facility_name,facility_type_display,improved_water_supply,improved_sanitation,chalkboard_each_classroom_yn,num_tchrs_with_nce,num_tchr_full_time,num_students_total,num_classrms_total,phcn_electricity,num_toilets_total,num_students_male,num_students_female,num_tchrs_male,num_tchrs_female,date_of_survey,education_type,community,ward,management,sector,unique_lga,latitude,longitude,total_teacher,student_teacher_ratio,total_student
Lingbi Primary School,Primary school only,False,False,False,1,4,344,9,False,0,191,153,4,0,2012-05-28,Formal Only,Lingbi,Gurum,public,education,adamawa,8.39029312133789,11.9183474779129,4,86.0,344
Bideto Nursery & Primary School,Pre-primary and Primary school combined,True,True,True,7,9,136,9,True,2,76,60,2,7,2014-05-08,formal_only,Ijako,Ilogbo,private,education,ogun,6.73120479,3.22093755,9,15.11111111111111,136
Community School Mpam Ama,Pre-primary and Primary school combined,False,True,False,7,10,1229,7,False,2,707,522,2,8,2012-06-14,Formal Only,Umuegwu Mpam,08,public,education,imo,5.5985367,7.27398748,10,122.9,1229
Local govt school. Ilewo-Alaga,Primary school only,False,False,False,12,12,250,6,False,0,126,124,4,8,2012-05-27,Formal Only,Ilewo-Alaga,Atan,public,education,ogun,6.68482056,3.08533573,12,20.833333333333332,250
St Peter Primary Sch Aloda,Primary school only,False,False,True,7,9,269,4,False,0,141,128,9,0,2011-05-17,Formal Only,aloda,ugaga,public,education,cross,6.74120664596558,8.68027746677399,9,29.88888888888889,269
ST PETER ANG. SCH.,Primary school only,False,False,False,4,6,211,5,False,0,110,101,3,3,2012-05-28,Formal Only,ONIGBONGBO,KETU,public,education,ogun,6.63191811,3.0804342,6,35.166666666666664,211
Supreme Knowledge Comprehensive School,Pre-primary and Primary school combined,True,True,True,18,34,757,24,True,4,399,358,1,33,2012-07-28,Formal Only,Onitsha,Odoakpu,private,education,anambra,6.14265561103821,6.77767395973206,34,22.264705882352942,757
ABIAZIEM COMMUNITY PRIMARY SCHOOL,Pre-primary and Primary school combined,False,False,False,4,5,130,7,False,0,78,52,2,3,2012-08-26,Formal Only,ABIAZIEM,AWA,public,education,imo,5.66769083,6.86869301,5,26.0,130
LGEA Sabo gida,Primary school only,True,True,True,3,11,242,10,False,5,129,113,8,3,2014-05-03,formal_only,Sabon gida,Karshi,public,education,kaduna,9.41250341,8.53575135,11,22.0,242
Asa Lgea Pry Sch.Agboyi,Primary school only,False,False,True,5,10,146,3,False,0,73,73,5,5,2011-05-12,Formal Only,Agboyi,Budo Egba,public,education,kwara,8.27574133872986,4.45150136947632,10,14.6,146
Dogon Dutsi pri sch,Primary school only,False,False,True,1,1,411,3,False,0,148,263,1,0,2012-08-24,Formal Only,Jibiya,Mazanya,public,education,katsina,13.10199945,7.27177564,1,411.0,411
Godâs Own,Pre-primary school only,False,False,False,3,5,96,6,False,0,40,56,3,2,2012-07-12,Formal Only,Arusu,Dari,private,education,nasarawa,8.69495072,8.16019234,5,19.2,96
St. Peterâs African Church Sch. Iyesi -Ota,Pre-primary and Primary school combined,False,True,True,19,25,823,11,False,4,420,403,2,23,2012-05-29,Formal Only,IYESI -OTA,IJU,public,education,ogun,6.66145389,3.18233105,25,32.92,823
Salvation Army Pry Sch.,Pre-primary and Primary school combined,False,True,True,6,8,445,5,False,3,244,201,2,6,2012-05-25,Formal Only,Idoye,Ketu,public,education,ogun,6.57794078,3.06765267,8,55.625,445
CALVARY INTERNATIONAL SECONDARY SCHOOL,"Primary, Junior and Senior Secondary school combined",True,True,True,10,35,500,15,False,16,278,222,15,20,2012-06-16,Formal Only,IHITTA-OHA,IHITTA-OHA,private,education,imo,5.52650392055511,7.07521140575409,35,14.285714285714286,500
COM. SEC. SCHL. AMACHALLA,Junior and Senior Secondary school combined,True,True,False,20,35,754,18,False,4,326,428,11,24,2012-06-14,Formal Only,AMACHALLA,Umuitodo2,public,education,enugu,6.98509964,7.49550901,35,21.542857142857144,754
LGEA PRIMARY SCHOOL 1 AJETACHI ANYIGBA,Primary school only,False,False,False,30,33,810,4,False,0,414,396,2,31,2012-08-27,Formal Only,AJETACHI ANYIGBA,ANYIGBA,public,education,kogi,7.49292753,7.17489573,33,24.545454545454547,810
G J S S kinga,Junior Secondary school only,False,False,True,7,7,99,3,False,0,72,27,6,1,2012-07-11,Formal Only,Kinga,Kwaja,public,education,adamawa,10.0913661718369,13.3015894889832,7,14.142857142857142,99
Ginzo pri sch,Primary school only,True,True,True,1,4,321,2,False,2,119,202,4,0,2012-08-24,Formal Only,Ginzo,Riko,public,education,katsina,13.08178897,7.58325146,4,80.25,321
"Precious Seed Nursery
 primary school.",Pre-primary and Primary school combined,True,True,True,3,4,25,3,True,2,17,8,2,2,2012-06-01,Formal Only,Amukoko,Ifelodun Ward C,private,education,lagos,6.46401481,3.34011408,4,6.25,25
Urban Girls' Secondary School,"Adult, Vocational, or Technical",True,False,True,5,26,496,15,True,8,0,496,5,21,2012-07-28,Formal Only,Ekwulobia,Ekwulobia 2,public,education,anambra,6.00657105445862,7.08455085754395,26,19.076923076923077,496
Adebisi NurseryAnd pri School,Pre-primary and Primary school combined,False,False,False,3,3,21,3,False,0,13,8,2,1,2012-05-30,Formal Only,Kpsubosu,Kosubosu,private,education,kwara,9.5502895116806,3.22369337081909,3,7.0,21
GODâSTIME NURSERY SCHOOL,Pre-primary school only,True,False,False,2,7,100,6,False,1,40,60,3,4,2012-05-25,Formal Only,IBIAKU URUAN,NORTHERN URUAN 2,private,education,akwa,5.09206616,7.95302534,7,14.285714285714286,100
Old Bama Pri. Sch.,Pre-primary and Primary school combined,True,True,True,28,41,1233,12,False,6,612,621,18,23,2012-07-28,Formal Only,Mairi,Mairi,public,education,borno,11.52933365,13.68173123,41,30.073170731707318,1233
LGEA Prim Sch,Primary school only,False,False,False,4,5,73,6,False,0,41,32,5,0,2012-07-12,Formal Only,Idaka,Guto,public,education,nasarawa,8.03194616,7.67490679,5,14.6,73
IRU GRAMMAR SCHOOL,Junior and Senior Secondary school combined,False,True,False,2,2,369,6,False,3,182,187,1,1,2014-04-11,formal_only,IRU,ABIOKUNLA 1,public,education,edo,6.32258159,6.02166566,2,184.5,369
Owutu Central Sch,Pre-primary and Primary school combined,False,False,True,7,16,650,16,False,0,288,362,3,13,2011-03-24,Formal Only,Owutu,Owutu,public,education,ebonyi,5.81768989562988,7.85606682300568,16,40.625,650
Ifeoluwa Model College Iyin Ekiti,Junior and Senior Secondary school combined,True,True,False,5,19,148,6,False,8,67,81,9,10,2012-05-30,Formal Only,Oke Ilawe Iyin Ekiti,Iyin.A,private,education,ekiti,7.65926421,5.1673489,19,7.7894736842105265,148
FEMCAR INTERNATIONAL NURSERY AND PRIMARY SCH,Pre-primary and Primary school combined,False,True,True,2,8,102,6,True,2,40,62,3,5,2012-08-27,Formal Only,SABO,5,private,education,ondo,7.45422994,5.80116339,8,12.75,102
Yabal pri. Sch,Primary school only,False,True,False,1,2,24,2,False,6,21,3,2,0,2011-01-07,Formal Only,Yabal,Wasaram,public,education,borno,11.66870837,12.31204212,2,12.0,24
Wala waja primary school,Primary and Junior Secondary school combined,True,True,True,8,25,251,5,False,6,133,118,19,6,2014-04-11,formal_only,Wala Waja,Swa,public,education,gombe,9.99093279,11.67370162,25,10.04,251
St. Peters Anglican Pry sch. Amode-Okeore,Primary school only,False,False,False,6,9,287,4,False,0,169,118,2,7,2012-05-28,Formal Only,Amode- Okeore,Atan,public,education,ogun,6.67210939,3.04488449,9,31.88888888888889,287
Ifesowapo Aboru Jnr Secondary Schl,Junior Secondary school only,True,True,True,20,48,2162,8,False,8,1150,1012,13,35,2012-06-06,Formal Only,Aboru,C,public,education,lagos,6.63221131,3.28102247,48,45.041666666666664,2162
Community Primary School,Pre-primary and Primary school combined,False,True,False,13,18,448,14,True,2,232,216,6,12,2012-07-26,Formal Only,Ovoko,Ajuona,public,education,enugu,6.88583032,7.4491945,18,24.88888888888889,448
Islamic mission primary school 3,Pre-primary and Primary school combined,False,True,False,13,13,363,7,True,1,168,195,1,12,2012-09-10,Formal Only,Agugu,9,public,education,oyo,7.38318259,3.92240394,13,27.923076923076923,363
"Community sec sch
Ituku",Junior and Senior Secondary school combined,False,False,False,7,19,156,6,False,0,90,66,4,15,2012-05-08,Formal Only,Ituku,Isu ituku agbudu,public,education,enugu,6.28131928,7.45698861,19,8.210526315789474,156
Oleke primary School,Pre-primary and Primary school combined,False,True,False,10,11,388,11,False,2,245,143,5,6,2012-08-25,Formal Only,Ivbieleke okpuje,8,public,education,edo,7.0223202,5.88502306,11,35.27272727272727,388
Kubutta primary school,Primary school only,True,False,True,0,2,85,3,False,0,60,25,2,0,2012-06-13,Formal Only,Kubutta,Sabon Garin Dole,public,education,sokoto,13.19392039,5.88812487,2,42.5,85
BABALOLA MEMORIAL JUNIOR C A C GRAMMAR SCHOOL,Junior Secondary school only,True,False,False,10,10,276,6,True,0,129,147,2,8,2014-04-15,formal_only,Odo owa,Odo owa 2,public,education,kwara,8.10170237,5.17494451,10,27.6,276
st james primary school,Pre-primary and Primary school combined,True,False,False,4,4,343,4,False,0,165,178,2,2,2012-08-27,Formal Only,ogunjimi demilokun,2,public,education,oyo,7.60589718818665,4.03590381145477,4,85.75,343
A.C Primary School,Pre-primary and Primary school combined,False,True,False,8,8,782,8,False,4,384,398,1,7,2012-08-29,Formal Only,Ikot Eda /Iffe ,Ikpa Ikono 1,public,education,akwa,4.77324306964874,7.77314901351929,8,97.75,782
First Baptist Primary School Ofiki,Pre-primary and Primary school combined,False,True,False,10,17,927,13,False,3,469,458,7,10,2012-05-26,Formal Only,Sando Qtrs.,Ofiki,public,education,oyo,8.44088494777679,3.33211362361908,17,54.529411764705884,927
Government Secondary School Fai,Junior and Senior Secondary school combined,False,True,False,7,12,574,15,True,4,301,273,9,3,2012-06-13,Formal Only,Fai,Fai ward,public,education,kaduna,9.53314483165741,7.97603130340576,12,47.833333333333336,574
Aud.Coprehensive Jnr.High School.,Junior Secondary school only,True,True,True,21,50,1771,10,True,4,924,847,17,33,2012-05-25,Formal Only,Otun Ota,Ota 1,public,education,ogun,6.68336736,3.23026638,50,35.42,1771
Osuachara Comprehensive Sec. School Umuohiri,Junior and Senior Secondary school combined,True,False,False,4,10,64,6,True,6,28,36,7,3,2012-05-08,Formal Only,Ugwuala Umuohiri Nneato Nwafor,Osuachara,private,education,imo,5.72567403316498,7.21136569976807,10,6.4,64
"Bjss,Akeddie",Junior Secondary school only,False,False,True,0,5,200,3,False,0,120,80,4,1,2011-05-12,Formal Only,Akeddie,ward 12,public,education,bayelsa,4.93348360061646,6.05781733989716,5,40.0,200
Community Basic School,Pre-primary and Primary school combined,True,True,False,14,14,374,10,False,6,195,179,2,12,2012-09-10,Formal Only,Kolomi Academy,W2 (Orita),public,education,oyo,7.33372271060944,3.8408374786377,14,26.714285714285715,374
Obinwanne Prim Sch,Pre-primary and Primary school combined,False,True,False,5,7,352,9,False,2,174,178,0,7,2012-07-27,Formal Only,Ifite Nibo,III,public,education,anambra,6.18507206439972,7.08045244216919,7,50.285714285714285,352
State School Ulakwo 2,Primary school only,False,False,False,6,7,2329,12,False,0,1169,1160,3,4,2012-05-25,Formal Only,Ulakwo 2,13,public,education,rivers,5.06461268,7.11820205,7,332.7142857142857,2329
"NKST Pilot Science School, Abako",Primary and Junior Secondary school combined,False,False,False,9,10,418,6,False,2,242,176,9,1,2012-06-18,Formal Only,Abako,Mbajir,public,education,benue,7.63770915,9.90464838,10,41.8,418
Anglican Grammar School Jnr.,Junior Secondary school only,True,True,True,1,20,4,12,True,6,2,2,4,16,2012-05-25,Formal Only,Aworis,Ota 1,public,education,ogun,6.68344577,3.23930135,20,0.2,4
Seed Royal Academy,Pre-primary and Primary school combined,False,True,True,2,7,220,12,True,4,100,120,2,5,2012-05-31,Formal Only,Atan,Atan,private,education,ogun,6.65968222,3.08460974,7,31.428571428571427,220
Garuwa Pri. School,Primary school only,False,False,True,2,4,70,2,False,0,54,16,4,0,2011-06-08,Formal Only,Garuwa Com.,Takalafiya ward,public,education,taraba,8.28008115291595,10.6253242492676,4,17.5,70
Star kiddes foundation school,Pre-primary and Primary school combined,True,True,False,4,15,323,9,False,2,132,191,1,14,2012-07-12,Formal Only,Amukpe,9,private,education,delta,5.88449285,5.69482291,15,21.533333333333335,323
STATE SCHOOL II UKPELIEDE,Primary school only,True,False,False,6,6,216,6,True,0,80,136,3,3,2012-07-12,Formal Only,UKPELIEDE,UKPELIEDE,public,education,rivers,5.08223091,6.53741476,6,36.0,216
Central pri sch wurthavu,Primary school only,False,False,False,6,9,360,5,False,0,120,240,3,6,2012-09-10,Formal Only,Wurthavu,Wurthavu,public,education,borno,10.76386693,13.26531842,9,40.0,360
Buku Pri,Primary school only,False,False,False,2,4,99,7,False,0,59,40,4,0,2012-07-13,Formal Only,boku,boku,public,education,niger,9.07685816287994,6.52381360530853,4,24.75,99
"Amaoji Pri. Sch. Isuofia
.",Pre-primary and Primary school combined,True,True,True,8,11,1146,40,False,4,570,576,1,10,2012-07-30,Formal Only,Isuofia,Umueze Isuofia,public,education,anambra,6.0162216424942,7.04367399215698,11,104.18181818181819,1146
Faith Comp College Ogere Remo,Junior Secondary school only,False,True,True,4,11,108,8,False,2,57,51,7,4,2011-06-09,Formal Only,Ogere,7,private,education,ogun,6.93001806735992,3.64815831184387,11,9.818181818181818,108
Model Nursery And Primary School Ganaja,Pre-primary and Primary school combined,False,True,True,3,3,150,6,True,2,70,80,0,3,2011-05-11,Formal Only,ganaja,ganaja,public,education,kogi,7.7785724401474,6.73714578151703,3,50.0,150
Gofamint nursery and primary school,Pre-primary and Primary school combined,False,True,True,8,10,120,6,True,4,65,55,3,7,2012-08-28,Formal Only,Ikom,Ikom Urban 1,private,education,cross,5.9715735912323,8.73008072376251,10,12.0,120
Toyon High school,Junior and Senior Secondary school combined,False,False,False,9,16,758,10,False,0,474,284,13,3,2012-05-25,Formal Only,Ere,Ere,public,education,ogun,6.54583655,2.90899368,16,47.375,758
Buremawa pry school,Pre-primary and Primary school combined,False,True,True,5,16,808,13,False,6,446,362,16,0,2012-09-09,Formal Only,Buremawa,Kiru,public,education,kano,11.7057891,8.1712365,16,50.5,808
DIVINE GRACE COLLEGE,Junior and Senior Secondary school combined,False,False,False,8,10,86,7,False,0,35,51,4,6,2014-04-14,formal_only,EHANDIAGU,EHANDIAGU,private,education,enugu,6.80697977542877,7.56697297096252,10,8.6,86
KAFIN BAKA PRI SCH,Primary school only,False,False,True,1,3,196,4,False,0,155,41,3,0,2011-05-04,Formal Only,KAFIN BAKA,GAUZA,public,education,jigawa,12.0783627033234,9.63479518890381,3,65.33333333333333,196
Methodist Nursery and primary School Oiji,Pre-primary and Primary school combined,False,False,False,4,6,44,6,False,0,24,20,5,1,2012-09-06,Formal Only,Oiji,Oiji,private,education,benue,7.57793645,7.92921432,6,7.333333333333333,44
Madarasatul Nurul Islam Bulungudu,Primary school only,False,False,False,0,3,105,2,False,0,60,45,3,0,2012-09-08,Integrated,Bulungudu,Yardaje,private,education,katsina,13.02244714,8.56389568,3,35.0,105
Community Junior Secondary School Okwale,Junior Secondary school only,False,False,True,4,10,389,6,False,0,186,203,7,3,2011-05-18,Formal Only,Okwale,5,public,education,rivers,4.78814005851746,7.3934930562973,10,38.9,389
Kaulori Primary School,Primary school only,False,False,False,2,4,202,4,False,0,120,82,4,0,2014-04-24,formal_only,Kaulori,Udubo,public,education,bauchi,12.0032769441605,10.4324519634247,4,50.5,202
"Idumoza primary school, irrua",Primary school only,False,False,True,5,5,145,7,True,0,74,71,1,4,2012-09-11,Formal Only,Idumoza,3,public,education,edo,6.81261821,6.37309011,5,29.0,145
Ilora community commercial high school junior 2 ilora,Junior Secondary school only,False,True,False,3,10,395,14,True,2,209,186,1,9,2012-08-25,Formal Only,ilora,Ilora 2,public,education,oyo,7.82303810119629,3.90613317489624,10,39.5,395
Model Pry school Garingidi,Primary school only,False,False,True,0,4,92,6,False,0,60,32,4,0,2012-05-02,Formal Only,Garingidl,Bagudo/Tuga,public,education,kebbi,11.3857412338257,4.2750871181488,4,23.0,92
St. Mary. R. C. M. P. S,Pre-primary and Primary school combined,False,True,False,12,12,263,14,False,6,133,130,1,11,2012-07-13,Formal Only,Ijare,Ijare. Ward1,public,education,ondo,7.36173543,5.16466942,12,21.916666666666668,263
Q.I.C. Gruop. Pri. Sch.,Primary school only,True,False,True,3,10,360,12,True,0,145,215,3,7,2011-05-12,Formal Only,Ikot Iyiri. Ikot Akan,Itreto,public,education,akwa,4.76990640163422,7.89517343044281,10,36.0,360
Community Primary School Abulegba,Pre-primary and Primary school combined,False,False,True,14,17,1060,8,True,0,560,500,0,17,2012-06-05,Formal Only,Abulegba,D,public,education,lagos,6.64808868,3.30134831,17,62.35294117647059,1060
Okposhi Eheku cps Inyimagu,Pre-primary and Primary school combined,True,False,False,20,20,816,22,False,0,392,424,8,12,2014-04-12,formal_only,Okposhi Eheku,Okposhi11,public,education,ebonyi,6.45561,7.92054,20,40.8,816
EFANDION PRIMARY SCHOOL,Pre-primary and Primary school combined,False,True,True,32,33,1009,12,True,4,518,491,3,30,2012-09-10,Formal Only,EFANDION,08,public,education,edo,6.70262575149536,6.34053826332092,33,30.575757575757574,1009
All saints anglican primary school,Pre-primary and Primary school combined,False,False,False,11,16,780,9,False,0,428,352,6,10,2012-05-26,Formal Only,Oke-oyinbo,Ado odo 2,public,education,ogun,6.59854873,2.9402742,16,48.75,780
Grace center nursery and primary school,Pre-primary and Primary school combined,True,True,True,7,9,100,14,True,4,45,55,2,7,2012-08-28,Formal Only,Ikom,Ikom Urban 1,private,education,cross,5.97034513950348,8.73157203197479,9,11.11111111111111,100
Local Gvt Nur./Pry School,Pre-primary and Primary school combined,True,True,False,3,8,240,12,True,1,133,107,0,8,2012-07-12,Formal Only,Ilasa Maja,Ward F2,public,education,lagos,6.52988425,3.33132565,8,30.0,240
Oko grammar school,Junior and Senior Secondary school combined,True,True,False,4,25,540,33,True,1,310,230,14,11,2014-04-17,formal_only,Oko,8,public,education,oyo,7.95635118,4.33480708,25,21.6,540
Cps primary school,Primary school only,False,False,True,11,11,22,3,False,0,12,10,6,5,2014-04-25,formal_only,Adejare,7,public,education,oyo,7.6238949,3.61568839,11,2.0,22
L. G. SCHOOL .ELERO IGBESA,Pre-primary and Primary school combined,False,False,False,6,9,634,8,False,0,335,299,1,8,2012-05-31,Formal Only,IGBESA,IGBESA,public,education,ogun,6.53393273,3.13217183,9,70.44444444444444,634
Asa Lgea Prim School Ballah,Pre-primary and Primary school combined,True,True,True,8,35,158,11,True,4,83,75,22,13,2011-05-13,Formal Only,Ballah,Otte ballah,public,education,kwara,8.39943408966064,4.41925048828125,35,4.514285714285714,158
Baptist School 2,Pre-primary and Primary school combined,False,False,True,7,11,305,9,False,0,131,174,4,7,2011-06-07,Formal Only,Oke Atapo Igangan,Isale Akao ward 4,public,education,oyo,7.68124043941498,3.1904125213623,11,27.727272727272727,305
Comm.Primary Sch.Adejo Camp,Primary school only,False,False,True,6,6,137,3,False,0,65,72,5,1,2012-07-13,Formal Only,Adejo Camp(Small London),Ayede-Ogbese,public,education,ondo,7.12641434,5.40240842,6,22.833333333333332,137
K SULLUBAWA PRIMARY SCHOOL,Primary school only,False,False,True,3,3,32,6,False,0,17,15,3,0,2012-05-27,Formal Only,K SULLUBAWA,WARARI,public,education,niger,10.830711722374,5.34808337688446,3,10.666666666666666,32
Araromi Baptist Nur/ Pry. Irona Igede,Pre-primary and Primary school combined,True,True,False,14,16,201,9,True,2,101,100,5,11,2012-05-28,Formal Only,Irona,Igede B,private,education,ekiti,7.66522705,5.12905571,16,12.5625,201
Primary School Agba,Pre-primary and Primary school combined,False,False,False,4,7,1304,12,False,2,661,643,0,7,2012-07-28,Formal Only,Agba,Ekwulobia 2,public,education,anambra,6.01831912994385,7.06991672515869,7,186.28571428571428,1304
kangun-sabuwal,Primary school only,False,False,False,0,1,67,1,False,0,55,12,1,0,2014-04-18,formal_only,kangon sabuwal,bingi north,public,education,zamfara,12.0226049423218,6.56669676303864,1,67.0,67
Maimakwami Pri shool,Primary school only,True,False,True,1,5,680,7,False,0,480,200,5,0,2012-09-09,Formal Only,Maimakwami,Dankum,public,education,katsina,12.77806099,8.63624746,5,136.0,680
Govt. Girlsâ Secondary School,Junior Secondary school only,True,False,False,3,23,630,10,True,0,0,630,9,14,2012-07-11,Formal Only,Aliya Ahoada,1,public,education,rivers,5.07168657,6.66397581,23,27.391304347826086,630
Obiayma primaty school,Primary school only,True,True,False,9,17,712,25,False,2,398,314,15,2,2012-09-07,Formal Only,Obi-anyima,10,public,education,delta,6.05589701,6.24040332,17,41.88235294117647,712
COMM.SEC.SCH AMALLA,Junior Secondary school only,False,False,True,30,44,547,8,False,0,206,341,8,36,2012-06-13,Formal Only,Ifruoka,OBOLLO AFOR,public,education,enugu,6.94182209,7.54651329,44,12.431818181818182,547
GSS (UBE) UBETA,Junior Secondary school only,True,True,True,2,11,215,6,False,4,130,85,6,5,2012-07-13,Formal Only,UBETA,UBETA,public,education,rivers,5.1733445,6.58960713,11,19.545454545454547,215
St Marks Anglican Comprehensive High School,Junior Secondary school only,True,True,True,14,16,120,12,False,2,50,70,4,12,2012-05-28,Formal Only,Ise Ekiti,Odose Ward II,private,education,ekiti,7.46210535,5.43149265,16,7.5,120
Methodist pry sch. Idobarun,Primary school only,False,False,False,6,8,75,6,False,0,40,35,3,5,2012-05-26,Formal Only,Idobarun,Alapoti,public,education,ogun,6.61504246,3.0047775,8,9.375,75
Tsintar Islamiyya,Primary school only,True,False,True,0,4,24,4,False,0,13,11,4,0,2011-03-26,Integrated,Tsintar,Takai,public,education,kano,11.5908068418503,9.12003636360168,4,6.0,24
First Fruit Nursery/Primary School,Pre-primary and Primary school combined,True,False,True,2,2,75,6,False,0,35,40,0,2,2014-04-18,formal_only,New Eruwa,Eruwa 5,private,education,oyo,7.54521365,3.4499705,2,37.5,75
KUTUBI PS,Primary school only,False,True,True,1,3,271,5,False,4,129,142,3,0,2012-07-28,Formal Only,KUTUBI,KAYAUKI,public,education,katsina,13.00120392,7.74153912,3,90.33333333333333,271
Jethrone Eagles Academy,"Primary, Junior and Senior Secondary school combined",True,True,True,27,31,470,24,True,13,240,230,15,16,2014-04-06,formal_only,Kubwa,Kubwa,private,education,fct,9.14423,7.31011833333333,31,15.161290322580646,470
Asa Lgea Pry School Faje/Budo-Are,Pre-primary and Primary school combined,True,True,True,6,11,73,2,False,2,41,32,5,6,2011-05-13,Formal Only,Faje/Budo-Are,Ote Ballah,public,education,kwara,8.36027383804321,4.40872013568878,11,6.636363636363637,73
Primary School,Primary school only,False,True,False,0,4,33,2,False,4,19,14,4,0,2012-05-04,Integrated,Rugargamau,Jakedi,public,education,sokoto,12.7605825662613,5.12337863445282,4,8.25,33
Kurnawa primary school,Primary school only,False,True,True,1,6,475,5,False,2,355,120,5,1,2012-06-13,Formal Only,Kurnawa,Kurnawa,public,education,yobe,12.70036283,11.22898549,6,79.16666666666667,475
Salvation Army school (relocated to L A SCHOOL premises),Primary school only,True,True,True,13,18,1255,10,False,5,645,610,4,14,2012-05-28,Formal Only,Irele,4,public,education,ondo,6.49235151,4.87391042,18,69.72222222222223,1255
Salvation Army Primary School,Primary school only,False,False,False,7,9,230,7,False,0,109,121,0,9,2012-05-30,Formal Only,IJABI,Iju,public,education,ogun,6.64534608,3.17713946,9,25.555555555555557,230
Dabaza Pry School,Primary school only,True,True,True,2,5,1000,6,False,6,554,446,5,0,2012-07-26,Formal Only,DABAZA,DABAZA,public,education,jigawa,12.6361285,8.55839454,5,200.0,1000
Pilot prim. Sch. Kekura,Primary school only,True,False,False,11,21,480,12,False,0,230,250,13,8,2012-05-26,Formal Only,Kekura,Makwangiji,public,education,nasarawa,8.11294681,9.17922744,21,22.857142857142858,480
Pandra nursery/primary sch,Primary school only,True,True,False,7,8,98,12,False,2,56,42,3,5,2014-02-27,formal_only,Dumde,Uba,private,education,adamawa,10.45921052,13.227064,8,12.25,98
"LEA PRIMARY SCHOOL, MOEDUÃ¢ÂÂUT",Primary school only,True,False,False,2,4,158,2,False,0,74,84,3,1,2014-04-28,formal_only,MoeduÃ¢ÂÂut,Doka West,public,education,plateau,9.07757434,9.26162795,4,39.5,158
Mandate College,Junior and Senior Secondary school combined,False,True,True,4,24,427,18,True,12,182,245,11,13,2012-07-11,Formal Only,Alade,Alade,private,education,ondo,7.1535078,5.11300328,24,17.791666666666668,427
L G IGERE,Pre-primary and Primary school combined,False,False,False,5,9,248,6,False,0,116,132,1,8,2012-05-28,Formal Only,IGERE,AGBARA,public,education,ogun,6.54053333,3.08639358,9,27.555555555555557,248
Local authority school l oke oba eruwa,Pre-primary and Primary school combined,False,True,True,16,18,675,12,False,4,347,328,4,14,2012-09-08,Formal Only,Oke oba,1,public,education,oyo,7.54152307,3.4135798,18,37.5,675
Katsalle Primary School,Primary school only,True,True,False,6,7,298,6,False,2,153,145,5,2,2014-04-30,formal_only,Bakin Kasuwa B,Bakin kasuwa B,public,education,bauchi,11.664959192276,10.1744019985199,7,42.57142857142857,298
"Sheikh Abubakar Sheshi Memorial Islamiyya Nursery/Primary Sch.,Kutiriko",Pre-primary and Primary school combined,True,True,True,5,5,40,3,True,4,15,25,5,0,2012-07-12,Integrated,Kutiriko,Kutiriko,public,education,niger,9.18278396129608,6.43711924552917,5,8.0,40
Jansa primary school,Primary school only,True,False,False,2,5,206,3,False,0,130,76,5,0,2012-07-29,Formal Only,Jansa,Garu,public,education,jigawa,12.63773801,8.83503817,5,41.2,206
LGEA (RCM) Primary School Okpeje,Primary school only,False,False,False,5,6,148,6,False,0,85,63,5,1,2014-02-27,formal_only,Okpeje,Adoka Ehaje,public,education,benue,7.4728402,8.05204713,6,24.666666666666668,148
DARINI PRIMARY SCHOOL,Primary school only,False,False,True,1,1,400,2,False,0,151,249,1,0,2012-07-26,Formal Only,HAUSA FULANI,DARINI MAGAJI ABU,public,education,katsina,12.89788936,7.20570608,1,400.0,400
Community Model Primary School. Okigwe,Pre-primary and Primary school combined,False,False,False,7,9,325,10,False,0,149,176,0,9,2012-05-09,Formal Only,Amosu,Umulolo,public,education,imo,5.87624534,7.3341009,9,36.111111111111114,325
Lgea pry sch Ofuda,Primary school only,False,False,False,4,4,176,6,False,0,80,96,3,1,2014-05-02,formal_only,OFODA,ABOCHO,public,education,kogi,7.6004269,6.99204552,4,44.0,176
Sake primary Sch,Primary school only,False,False,False,1,4,206,6,False,0,144,62,4,0,2012-06-16,Formal Only,Sake,Dalijan,public,education,kebbi,12.53692082,4.47168663,4,51.5,206
Immaculate Heart Nursery Primary School Uga,Pre-primary and Primary school combined,True,True,False,10,16,387,18,False,6,211,176,1,15,2012-07-30,Formal Only,Uga,2,private,education,anambra,5.95646739006042,7.08185791969299,16,24.1875,387
Kanwaya primary school,Primary school only,True,False,False,12,12,187,6,False,0,112,75,7,5,2014-04-09,formal_only,Kanwaya,Jamaa,public,education,bauchi,10.2115345001221,9.5548278093338,12,15.583333333333334,187
ST JOSEPH R C M SCHOOL,Pre-primary and Primary school combined,True,False,False,10,13,353,8,False,0,182,171,5,8,2012-08-26,Integrated,OWALUSI OKA,7,public,education,ondo,7.48690149,5.8249664,13,27.153846153846153,353
African church school,Pre-primary and Primary school combined,False,False,False,5,5,162,6,False,0,73,89,1,4,2012-05-29,Formal Only,Oluwanisola,Atan,public,education,ogun,6.7410869,3.05942631,5,32.4,162
LGEA B UFERANE,Primary school only,False,False,False,3,5,179,6,False,2,94,85,4,1,2012-08-25,Formal Only,UFERANE,ANKPA I,public,education,kogi,7.48585539,7.50287855,5,35.8,179
